Tag ID,RSSI,Phase,Frequency,Antenna No.,Data Number
E200 470F C1A0 6023 A8E6 010F, -62, 3.9453985864418692, 920.4, 2, 0
E200 470F C1A0 6023 A8E6 010F, -62, 4.178563666200486, 920.4, 2, 1
E200 470F C1A0 6023 A8E6 010F, -62, 3.9269908169872414, 920.4, 2, 2
E200 470F C1A0 6023 A8E6 010F, -62, 3.9453985864418692, 920.4, 2, 3
E200 470F C1A0 6023 A8E6 010F, -62.5, 3.9085830475326135, 920.4, 2, 4
E200 470F C1A0 6023 A8E6 010F, -62, 4.172427743048944, 920.4, 2, 5
E200 470F C1A0 6023 A8E6 010F, -62, 4.135612204139688, 920.4, 2, 6
E200 470F C1A0 6023 A8E6 010F, -62.5, 3.8717675086233583, 920.4, 2, 7
E200 470F C1A0 6023 A8E6 010F, -61, 4.147884050442774, 920.4, 2, 8
E200 470F C1A0 6023 A8E6 010F, -62, 4.221515128261284, 920.4, 2, 9
E200 470F C1A0 6023 A8E6 010F, -61.5, 4.049709280018092, 920.4, 2, 10
E200 470F C1A0 6023 A8E6 010F, -61.5, 4.01902966426038, 920.4, 2, 11
E200 470F C1A0 6023 A8E6 010F, -61.5, 4.0987966652304335, 920.4, 2, 12
E200 470F C1A0 6023 A8E6 010F, -61.5, 4.154019973594316, 920.4, 2, 13
E200 470F C1A0 6023 A8E6 010F, -62, 4.006757817957295, 920.4, 2, 14
E200 470F C1A0 6023 A8E6 010F, -62, 4.086524818927348, 920.4, 2, 15
E200 470F C1A0 6023 A8E6 010F, -62.5, 4.166291819897402, 920.4, 2, 16
E200 470F C1A0 6023 A8E6 010F, -63, 3.9822141253511245, 920.4, 2, 17
E200 470F C1A0 6023 A8E6 010F, -62.5, 4.025165587411922, 920.4, 2, 18
E200 470F C1A0 6023 A8E6 010F, -61.5, 3.9147189706841563, 920.4, 2, 19
E200 470F C1A0 6023 A8E6 010F, -62.5, 3.859495662320273, 920.4, 2, 20
E200 470F C1A0 6023 A8E6 010F, -61.5, 4.0128937411088375, 920.4, 2, 21
E200 470F C1A0 6023 A8E6 010F, -62, 4.006757817957295, 920.4, 2, 22
E200 470F C1A0 6023 A8E6 010F, -61.5, 3.9822141253511245, 920.4, 2, 23
E200 470F C1A0 6023 A8E6 010F, -62.5, 4.1172044346850605, 920.4, 2, 24
E200 470F C1A0 6023 A8E6 010F, -62, 4.0987966652304335, 920.4, 2, 25
E200 470F C1A0 6023 A8E6 010F, -61.5, 4.0987966652304335, 920.4, 2, 26
