Tag ID,RSSI,Phase,Frequency,Antenna No.,Data Number
E200 470F C1A0 6023 A8E6 010F, -45, 5.884350302329319, 920.4, 4, 0
E200 470F C1A0 6023 A8E6 010F, -55.5, 5.878214379177777, 920.4, 6, 0
E200 470F C1A0 6023 A8E6 010F, -45, 5.884350302329319, 920.4, 4, 1
E200 470F C1A0 6023 A8E6 010F, -56, 5.921165841238575, 920.4, 6, 1
E200 470F C1A0 6023 A8E6 010F, -45, 5.8659425328746915, 920.4, 4, 2
E200 470F C1A0 6023 A8E6 010F, -55.5, 5.93343768754166, 920.4, 6, 2
E200 470F C1A0 6023 A8E6 010F, -45, 5.859806609723149, 920.4, 4, 3
E200 470F C1A0 6023 A8E6 010F, -56, 5.9518454569962875, 920.4, 6, 3
E200 470F C1A0 6023 A8E6 010F, -45, 5.878214379177777, 920.4, 4, 4
E200 470F C1A0 6023 A8E6 010F, -55, 5.939573610693203, 920.4, 6, 4
E200 470F C1A0 6023 A8E6 010F, -45, 5.859806609723149, 920.4, 4, 5
E200 470F C1A0 6023 A8E6 010F, -55.5, 5.890486225480862, 920.4, 6, 5
E200 470F C1A0 6023 A8E6 010F, -45, 5.884350302329319, 920.4, 4, 6
E200 470F C1A0 6023 A8E6 010F, -55.5, 5.988660995905543, 920.4, 6, 6
E200 470F C1A0 6023 A8E6 010F, -45, 5.829126993965437, 920.4, 4, 7
E200 470F C1A0 6023 A8E6 010F, -55.5, 5.9518454569962875, 920.4, 6, 7
E200 470F C1A0 6023 A8E6 010F, -45.5, 5.9088939949354895, 920.4, 4, 8
E200 470F C1A0 6023 A8E6 010F, -55.5, 5.945709533844745, 920.4, 6, 8
E200 470F C1A0 6023 A8E6 010F, -45, 5.884350302329319, 920.4, 4, 9
E200 470F C1A0 6023 A8E6 010F, -55, 5.8659425328746915, 920.4, 6, 9
E200 470F C1A0 6023 A8E6 010F, -45.5, 5.878214379177777, 920.4, 4, 10
E200 470F C1A0 6023 A8E6 010F, -55.5, 6.037748381117884, 920.4, 6, 10
