Tag ID,RSSI,Phase,Frequency,Antenna No.,Data Number
E200 470F C1A0 6023 A8E6 010F, -64, 3.7122335066832517, 920.4, 1, 0
E200 470F C1A0 6023 A8E6 010F, -56, 3.2029518851052186, 920.4, 2, 0
E200 470F C1A0 6023 A8E6 010F, -63, 3.6017868899554855, 920.4, 1, 1
E200 470F C1A0 6023 A8E6 010F, -56.5, 3.1784081924990484, 920.4, 2, 1
E200 470F C1A0 6023 A8E6 010F, -64.5, 3.890175278077986, 920.4, 1, 2
E200 470F C1A0 6023 A8E6 010F, -57, 3.117048960983623, 920.4, 2, 2
E200 470F C1A0 6023 A8E6 010F, -63.5, 3.5711072741977725, 920.4, 1, 3
E200 470F C1A0 6023 A8E6 010F, -56.5, 3.141592653589793, 920.4, 2, 3
E200 470F C1A0 6023 A8E6 010F, -65, 3.6692820446224537, 920.4, 1, 4
E200 470F C1A0 6023 A8E6 010F, -57, 3.08636934522591, 920.4, 2, 4
E200 470F C1A0 6023 A8E6 010F, -65, 3.6692820446224537, 920.4, 1, 5
E200 470F C1A0 6023 A8E6 010F, -56.5, 3.1661363461959633, 920.4, 2, 5
E200 470F C1A0 6023 A8E6 010F, -64, 3.6017868899554855, 920.4, 1, 6
E200 470F C1A0 6023 A8E6 010F, -56.5, 3.1784081924990484, 920.4, 2, 6
E200 470F C1A0 6023 A8E6 010F, -65, 4.037437433715008, 920.4, 1, 7
E200 470F C1A0 6023 A8E6 010F, -57.5, 3.172272269347506, 920.4, 2, 7
E200 470F C1A0 6023 A8E6 010F, -64, 3.522019888985432, 920.4, 1, 8
E200 470F C1A0 6023 A8E6 010F, -56.5, 3.2213596545598464, 920.4, 2, 8
E200 470F C1A0 6023 A8E6 010F, -64.5, 3.6815538909255388, 920.4, 1, 9
E200 470F C1A0 6023 A8E6 010F, -57, 3.117048960983623, 920.4, 2, 9
E200 470F C1A0 6023 A8E6 010F, -63.5, 3.7122335066832517, 920.4, 1, 10
E200 470F C1A0 6023 A8E6 010F, -56.5, 3.117048960983623, 920.4, 2, 10
E200 470F C1A0 6023 A8E6 010F, -62.5, 3.5833791205008576, 920.4, 1, 11
E200 470F C1A0 6023 A8E6 010F, -56, 3.074097498922825, 920.4, 2, 11
E200 470F C1A0 6023 A8E6 010F, -63.5, 3.7551849687440497, 920.4, 1, 12
E200 470F C1A0 6023 A8E6 010F, -57, 2.945243112740431, 920.4, 2, 12
E200 470F C1A0 6023 A8E6 010F, -63, 3.454524734318464, 920.4, 1, 13
E200 470F C1A0 6023 A8E6 010F, -55.5, 3.0127382674073995, 920.4, 2, 13
E200 470F C1A0 6023 A8E6 010F, -63.5, 3.5158839658338894, 920.4, 1, 14
E200 470F C1A0 6023 A8E6 010F, -56.5, 2.9268353432858034, 920.4, 2, 14
E200 470F C1A0 6023 A8E6 010F, -64, 3.6876898140770815, 920.4, 1, 15
E200 470F C1A0 6023 A8E6 010F, -56, 2.9636508821950587, 920.4, 2, 15
