Tag ID,RSSI,Phase,Frequency,Antenna No.,Data Number
E200 470F C1A0 6023 A8E6 010F, -60.5, 4.7860200582032, 920.4, 6, 0
E200 470F C1A0 6023 A8E6 010F, -58, 2.1353012567368124, 920.4, 4, 0
E200 470F C1A0 6023 A8E6 010F, -60, 4.779884135051658, 920.4, 6, 1
E200 470F C1A0 6023 A8E6 010F, -57, 2.1230294104337273, 920.4, 4, 1
E200 470F C1A0 6023 A8E6 010F, -60.5, 4.657165672020807, 920.4, 6, 2
E200 470F C1A0 6023 A8E6 010F, -56.5, 2.0371264863121317, 920.4, 4, 2
E200 470F C1A0 6023 A8E6 010F, -60, 4.626486056263094, 920.4, 6, 3
E200 470F C1A0 6023 A8E6 010F, -56.5, 2.073942025221387, 920.4, 4, 3
E200 470F C1A0 6023 A8E6 010F, -59.5, 4.743068596142402, 920.4, 6, 4
E200 470F C1A0 6023 A8E6 010F, -56.5, 2.000310947402876, 920.4, 4, 4
E200 470F C1A0 6023 A8E6 010F, -60, 4.614214209960009, 920.4, 6, 5
E200 470F C1A0 6023 A8E6 010F, -56.5, 2.0800779483729293, 920.4, 4, 5
E200 470F C1A0 6023 A8E6 010F, -59.5, 4.614214209960009, 920.4, 6, 6
E200 470F C1A0 6023 A8E6 010F, -56.5, 2.030990563160589, 920.4, 4, 6
E200 470F C1A0 6023 A8E6 010F, -60, 4.657165672020807, 920.4, 6, 7
E200 470F C1A0 6023 A8E6 010F, -56, 2.086213871524472, 920.4, 4, 7
E200 470F C1A0 6023 A8E6 010F, -60, 4.693981210930062, 920.4, 6, 8
E200 470F C1A0 6023 A8E6 010F, -56, 2.116893487282185, 920.4, 4, 8
E200 470F C1A0 6023 A8E6 010F, -60, 4.6448938257177215, 920.4, 6, 9
E200 470F C1A0 6023 A8E6 010F, -55.5, 2.024854640009046, 920.4, 4, 9
E200 470F C1A0 6023 A8E6 010F, -59.5, 4.626486056263094, 920.4, 6, 10
E200 470F C1A0 6023 A8E6 010F, -56, 2.110757564130642, 920.4, 4, 10
