Tag ID,RSSI,Phase,Frequency,Antenna No.,Data Number
E200 470F C1A0 6023 A8E6 010F, -47.5, 1.0492428589137786, 920.4, 4, 0
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.6692820446224537, 920.4, 6, 0
E200 470F C1A0 6023 A8E6 010F, -47, 1.055378782065321, 920.4, 4, 1
E200 470F C1A0 6023 A8E6 010F, -49, 3.6692820446224537, 920.4, 6, 1
E200 470F C1A0 6023 A8E6 010F, -47, 1.0676506283684062, 920.4, 4, 2
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.6570101983193686, 920.4, 6, 2
E200 470F C1A0 6023 A8E6 010F, -47, 1.1044661672776617, 920.4, 4, 3
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.6692820446224537, 920.4, 6, 3
E200 470F C1A0 6023 A8E6 010F, -47.5, 1.1167380135807468, 920.4, 4, 4
E200 470F C1A0 6023 A8E6 010F, -49, 3.650874275167826, 920.4, 6, 4
E200 470F C1A0 6023 A8E6 010F, -47, 1.0983302441261191, 920.4, 4, 5
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.6754179677739964, 920.4, 6, 5
E200 470F C1A0 6023 A8E6 010F, -47, 1.1106020904292042, 920.4, 4, 6
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.6692820446224537, 920.4, 6, 6
E200 470F C1A0 6023 A8E6 010F, -47, 1.0983302441261191, 920.4, 4, 7
E200 470F C1A0 6023 A8E6 010F, -49, 3.663146121470911, 920.4, 6, 7
E200 470F C1A0 6023 A8E6 010F, -47.5, 1.086058397823034, 920.4, 4, 8
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.6876898140770815, 920.4, 6, 8
E200 470F C1A0 6023 A8E6 010F, -47, 1.0615147052168636, 920.4, 4, 9
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.6692820446224537, 920.4, 6, 9
E200 470F C1A0 6023 A8E6 010F, -47, 1.0799224746714913, 920.4, 4, 10
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.6692820446224537, 920.4, 6, 10
E200 470F C1A0 6023 A8E6 010F, -47.5, 1.086058397823034, 920.4, 4, 11
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.706097583531709, 920.4, 6, 11
E200 470F C1A0 6023 A8E6 010F, -47, 1.086058397823034, 920.4, 4, 12
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.6815538909255388, 920.4, 6, 12
E200 470F C1A0 6023 A8E6 010F, -47.5, 1.1044661672776617, 920.4, 4, 13
E200 470F C1A0 6023 A8E6 010F, -49, 3.650874275167826, 920.4, 6, 13
E200 470F C1A0 6023 A8E6 010F, -47, 1.086058397823034, 920.4, 4, 14
E200 470F C1A0 6023 A8E6 010F, -49, 3.724505352986337, 920.4, 6, 14
E200 470F C1A0 6023 A8E6 010F, -47, 1.0921943209745766, 920.4, 4, 15
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.6815538909255388, 920.4, 6, 15
E200 470F C1A0 6023 A8E6 010F, -47, 1.0983302441261191, 920.4, 4, 16
E200 470F C1A0 6023 A8E6 010F, -49, 3.730641276137879, 920.4, 6, 16
E200 470F C1A0 6023 A8E6 010F, -47, 1.0737865515199487, 920.4, 4, 17
E200 470F C1A0 6023 A8E6 010F, -49, 3.6999616603801666, 920.4, 6, 17
E200 470F C1A0 6023 A8E6 010F, -47.5, 1.1106020904292042, 920.4, 4, 18
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.6447383520162835, 920.4, 6, 18
E200 470F C1A0 6023 A8E6 010F, -47, 1.086058397823034, 920.4, 4, 19
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.6570101983193686, 920.4, 6, 19
E200 470F C1A0 6023 A8E6 010F, -47.5, 1.1106020904292042, 920.4, 4, 20
E200 470F C1A0 6023 A8E6 010F, -49, 3.6815538909255388, 920.4, 6, 20
E200 470F C1A0 6023 A8E6 010F, -47, 1.1167380135807468, 920.4, 4, 21
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.6692820446224537, 920.4, 6, 21
E200 470F C1A0 6023 A8E6 010F, -47, 1.0983302441261191, 920.4, 4, 22
E200 470F C1A0 6023 A8E6 010F, -49, 3.663146121470911, 920.4, 6, 22
E200 470F C1A0 6023 A8E6 010F, -47, 1.1228739367322893, 920.4, 4, 23
E200 470F C1A0 6023 A8E6 010F, -48.5, 3.663146121470911, 920.4, 6, 23
E200 470F C1A0 6023 A8E6 010F, -47, 1.0185632431560658, 920.4, 4, 24
E200 470F C1A0 6023 A8E6 010F, -49, 3.6876898140770815, 920.4, 6, 24
E200 470F C1A0 6023 A8E6 010F, -47, 1.055378782065321, 920.4, 4, 25
E200 470F C1A0 6023 A8E6 010F, -49, 3.706097583531709, 920.4, 6, 25
