Tag ID,RSSI,Phase,Frequency,Antenna No.,Data Number
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.42337869745643697, 920.4, 2, 0
E200 470F C1A0 6023 A8E6 010F, -57, 0.12885438618239387, 920.4, 2, 1
E200 470F C1A0 6023 A8E6 010F, -58.5, 0.2086213871524472, 920.4, 2, 2
E200 470F C1A0 6023 A8E6 010F, -58.5, 0.28225246497095796, 920.4, 2, 3
E200 470F C1A0 6023 A8E6 010F, -59, 0.25157284921324513, 920.4, 2, 4
E200 470F C1A0 6023 A8E6 010F, -58.5, 0.3436116964863836, 920.4, 2, 5
E200 470F C1A0 6023 A8E6 010F, -58, 0.07976700097005335, 920.4, 2, 6
E200 470F C1A0 6023 A8E6 010F, -58, 0.18407769454627693, 920.4, 2, 7
E200 470F C1A0 6023 A8E6 010F, -58.5, 0.4111068511533518, 920.4, 2, 8
E200 470F C1A0 6023 A8E6 010F, -58, 0.4049709280018093, 920.4, 2, 9
E200 470F C1A0 6023 A8E6 010F, -58, 0.30679615757712825, 920.4, 2, 10
E200 470F C1A0 6023 A8E6 010F, -58, 0.14726215563702155, 920.4, 2, 11
E200 470F C1A0 6023 A8E6 010F, -58, 0.39269908169872414, 920.4, 2, 12
E200 470F C1A0 6023 A8E6 010F, -58, 0.4356505437595221, 920.4, 2, 13
E200 470F C1A0 6023 A8E6 010F, -58, 0.30066023442558565, 920.4, 2, 14
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.21475731030398976, 920.4, 2, 15
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.3190680038802134, 920.4, 2, 16
E200 470F C1A0 6023 A8E6 010F, -58.5, 0.44178646691106466, 920.4, 2, 17
E200 470F C1A0 6023 A8E6 010F, -58, 0.3865631585471816, 920.4, 2, 18
E200 470F C1A0 6023 A8E6 010F, -58.5, 0.11658253987930872, 920.4, 2, 19
E200 470F C1A0 6023 A8E6 010F, -58, 0.34974761963792617, 920.4, 2, 20
E200 470F C1A0 6023 A8E6 010F, -58, 0.39269908169872414, 920.4, 2, 21
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.4540583132141498, 920.4, 2, 22
E200 470F C1A0 6023 A8E6 010F, -58, 0.2638446955163303, 920.4, 2, 23
E200 470F C1A0 6023 A8E6 010F, -58, 0.30679615757712825, 920.4, 2, 24
E200 470F C1A0 6023 A8E6 010F, -58, 0.4172427743048944, 920.4, 2, 25
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.4295146206079795, 920.4, 2, 26
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.22089323345553233, 920.4, 2, 27
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.30066023442558565, 920.4, 2, 28
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.39269908169872414, 920.4, 2, 29
E200 470F C1A0 6023 A8E6 010F, -58.5, 0.4111068511533518, 920.4, 2, 30
E200 470F C1A0 6023 A8E6 010F, -59, 0.1718058482431918, 920.4, 2, 31
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.23316507975861744, 920.4, 2, 32
E200 470F C1A0 6023 A8E6 010F, -57, 0.5092816215780329, 920.4, 2, 33
E200 470F C1A0 6023 A8E6 010F, -58.5, 0.34974761963792617, 920.4, 2, 34
E200 470F C1A0 6023 A8E6 010F, -58, 0.28225246497095796, 920.4, 2, 35
E200 470F C1A0 6023 A8E6 010F, -58, 0.19634954084936207, 920.4, 2, 36
E200 470F C1A0 6023 A8E6 010F, -57, 0.5276893910326605, 920.4, 2, 37
E200 470F C1A0 6023 A8E6 010F, -58.5, 0.35588354278946877, 920.4, 2, 38
E200 470F C1A0 6023 A8E6 010F, -58, 0.25770877236478773, 920.4, 2, 39
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.1902136176978195, 920.4, 2, 40
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.4908738521234052, 920.4, 2, 41
E200 470F C1A0 6023 A8E6 010F, -58.5, 0.36815538909255385, 920.4, 2, 42
E200 470F C1A0 6023 A8E6 010F, -58, 0.2638446955163303, 920.4, 2, 43
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.19634954084936207, 920.4, 2, 44
E200 470F C1A0 6023 A8E6 010F, -58, 0.4172427743048944, 920.4, 2, 45
E200 470F C1A0 6023 A8E6 010F, -58.5, 0.5031456984264903, 920.4, 2, 46
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.22089323345553233, 920.4, 2, 47
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.17794177139473438, 920.4, 2, 48
E200 470F C1A0 6023 A8E6 010F, -58, 0.4111068511533518, 920.4, 2, 49
E200 470F C1A0 6023 A8E6 010F, -58, 0.4356505437595221, 920.4, 2, 50
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.25157284921324513, 920.4, 2, 51
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.2761165418194154, 920.4, 2, 52
E200 470F C1A0 6023 A8E6 010F, -58, 0.39269908169872414, 920.4, 2, 53
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.3988350048502667, 920.4, 2, 54
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.3190680038802134, 920.4, 2, 55
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.30066023442558565, 920.4, 2, 56
E200 470F C1A0 6023 A8E6 010F, -58, 0.4049709280018093, 920.4, 2, 57
E200 470F C1A0 6023 A8E6 010F, -58, 0.5092816215780329, 920.4, 2, 58
E200 470F C1A0 6023 A8E6 010F, -58, 0.2270291566070749, 920.4, 2, 59
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.14726215563702155, 920.4, 2, 60
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.30066023442558565, 920.4, 2, 61
E200 470F C1A0 6023 A8E6 010F, -58, 0.5154175447295755, 920.4, 2, 62
E200 470F C1A0 6023 A8E6 010F, -58, 0.4479223900626072, 920.4, 2, 63
E200 470F C1A0 6023 A8E6 010F, -58, 0.46019423636569234, 920.4, 2, 64
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.5154175447295755, 920.4, 2, 65
E200 470F C1A0 6023 A8E6 010F, -58, 0.4049709280018093, 920.4, 2, 66
E200 470F C1A0 6023 A8E6 010F, -58, 0.36815538909255385, 920.4, 2, 67
E200 470F C1A0 6023 A8E6 010F, -57.5, 6.031612457966341, 920.4, 2, 68
E200 470F C1A0 6023 A8E6 010F, -56.5, 6.14819499784565, 920.4, 2, 69
E200 470F C1A0 6023 A8E6 010F, -56.5, 0.0859029241215959, 920.4, 2, 70
E200 470F C1A0 6023 A8E6 010F, -57, 0.05522330836388308, 920.4, 2, 71
E200 470F C1A0 6023 A8E6 010F, -57, 6.264777537724958, 920.4, 2, 72
E200 470F C1A0 6023 A8E6 010F, -56.5, 6.2463697682703305, 920.4, 2, 73
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.07363107781851078, 920.4, 2, 74
E200 470F C1A0 6023 A8E6 010F, -57, 0.03681553890925539, 920.4, 2, 75
E200 470F C1A0 6023 A8E6 010F, -57.5, 6.277049384028044, 920.4, 2, 76
E200 470F C1A0 6023 A8E6 010F, -58, 6.277049384028044, 920.4, 2, 77
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.07976700097005335, 920.4, 2, 78
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.09817477042468103, 920.4, 2, 79
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.0859029241215959, 920.4, 2, 80
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.0674951546669682, 920.4, 2, 81
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.11044661672776616, 920.4, 2, 82
E200 470F C1A0 6023 A8E6 010F, -58, 0.1043106935762236, 920.4, 2, 83
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.06135923151542565, 920.4, 2, 84
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.018407769454627694, 920.4, 2, 85
E200 470F C1A0 6023 A8E6 010F, -58, 0.07976700097005335, 920.4, 2, 86
E200 470F C1A0 6023 A8E6 010F, -58, 0.12885438618239387, 920.4, 2, 87
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.1043106935762236, 920.4, 2, 88
E200 470F C1A0 6023 A8E6 010F, -58, 0.07363107781851078, 920.4, 2, 89
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.0859029241215959, 920.4, 2, 90
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.1595340019401067, 920.4, 2, 91
E200 470F C1A0 6023 A8E6 010F, -58, 0.09817477042468103, 920.4, 2, 92
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.03681553890925539, 920.4, 2, 93
E200 470F C1A0 6023 A8E6 010F, -57.5, 0.1227184630308513, 920.4, 2, 94
