Tag ID,RSSI,Phase,Frequency,Antenna No.,Data Number
E200 470F C1A0 6023 A8E6 010F, -53.5, 3.724505352986337, 920.4, 4, 0
E200 470F C1A0 6023 A8E6 010F, -47, 5.8659425328746915, 920.4, 6, 0
E200 470F C1A0 6023 A8E6 010F, -53, 3.816544200259475, 920.4, 4, 1
E200 470F C1A0 6023 A8E6 010F, -47, 5.8659425328746915, 920.4, 6, 1
E200 470F C1A0 6023 A8E6 010F, -53, 3.8717675086233583, 920.4, 4, 2
E200 470F C1A0 6023 A8E6 010F, -47, 6.019340611663256, 920.4, 6, 2
E200 470F C1A0 6023 A8E6 010F, -53.5, 3.8410878928656453, 920.4, 4, 3
E200 470F C1A0 6023 A8E6 010F, -47, 5.902758071783947, 920.4, 6, 3
E200 470F C1A0 6023 A8E6 010F, -53.5, 3.847223816017188, 920.4, 4, 4
E200 470F C1A0 6023 A8E6 010F, -47.5, 5.872078456026235, 920.4, 6, 4
E200 470F C1A0 6023 A8E6 010F, -54, 3.8717675086233583, 920.4, 4, 5
E200 470F C1A0 6023 A8E6 010F, -47, 5.8475347634200645, 920.4, 6, 5
E200 470F C1A0 6023 A8E6 010F, -54, 3.834951969714103, 920.4, 4, 6
E200 470F C1A0 6023 A8E6 010F, -47.5, 5.859806609723149, 920.4, 6, 6
E200 470F C1A0 6023 A8E6 010F, -54, 3.810408277107933, 920.4, 4, 7
E200 470F C1A0 6023 A8E6 010F, -47.5, 5.872078456026235, 920.4, 6, 7
E200 470F C1A0 6023 A8E6 010F, -54, 3.761320891895592, 920.4, 4, 8
E200 470F C1A0 6023 A8E6 010F, -47.5, 5.8475347634200645, 920.4, 6, 8
E200 470F C1A0 6023 A8E6 010F, -53.5, 3.80427235395639, 920.4, 4, 9
E200 470F C1A0 6023 A8E6 010F, -47, 5.896622148632405, 920.4, 6, 9
E200 470F C1A0 6023 A8E6 010F, -54, 3.847223816017188, 920.4, 4, 10
E200 470F C1A0 6023 A8E6 010F, -47.5, 5.890486225480862, 920.4, 6, 10
