Tag ID,RSSI,Phase,Frequency,Antenna No.,Created At
2200 43CB 43A1 CD8A 543D 295D, -68.5, 0.9572040116406401, 920.4, 4, 2022/12/19 18:19:35
2020 43CB 43A2 198A 543D 2A8D, -52, 4.853515212870168, 920.4, 1, 2022/12/19 18:19:34
2020 43CB 43A2 198A 543D 2A8D, -58, 6.14819499784565, 920.4, 4, 2022/12/19 18:19:35
2020 0000 4000 0000 0000 0012, -62, 2.4175537217077703, 920.4, 1, 2022/12/19 18:19:34
E200 470F 45D0 6023 A129 010E, -56.5, 4.3933209765044765, 920.4, 1, 2022/12/19 18:19:34
E200 470F 45D0 6023 A129 010E, -59, 4.442408361716817, 920.4, 4, 2022/12/19 18:19:35
E200 470F 45D0 6023 A129 010E, -60, 4.2031073588066565, 920.4, 6, 2022/12/19 18:19:35
2200 43CB 43A1 E98A 543D 29CD, -65.5, 3.650874275167826, 920.4, 1, 2022/12/19 18:19:34
5598 0000 4004 0004 000C 0001, -54, 5.283029833478148, 920.4, 1, 2022/12/19 18:19:34
9990 1912 9990 9990 9990 0125, -59.5, 1.3008157081270237, 920.4, 6, 2022/12/19 18:19:37
2200 43CB 43A1 E48A 543D 29B9, -65, 1.0921943209745766, 920.4, 4, 2022/12/19 18:19:37
5538 0000 4180 0400 0034 000B, -67.5, 3.834951969714103, 920.4, 4, 2022/12/19 18:19:37
9990 1912 9990 9990 9990 0107, -56, 1.0369710126106935, 920.4, 4, 2022/12/19 18:19:37
5538 0000 4180 0440 0034 0007, -72, 5.47937937432751, 920.4, 4, 2022/12/19 18:19:37
9990 1912 9990 9990 9990 0113, -58, 6.031612457966341, 920.4, 4, 2022/12/19 18:19:37
7B49, -68, 5.773903685601553, 920.4, 4, 2022/12/19 18:19:37
2200 0004 A7E0 6014 04E6 376A, -64.5, 3.847223816017188, 920.4, 4, 2022/12/19 18:19:37
2200 4444 B4D0 6014 04E6 3739, -64, 2.6323110320117604, 920.4, 4, 2022/12/19 18:19:37
2200 4444 A450 6014 04E6 3731, -57.5, 5.816855147662351, 920.4, 4, 2022/12/19 18:19:37
2200 4444 A450 6014 04E6 3731, -60.5, 2.6200391857086753, 920.4, 6, 2022/12/19 18:19:37
5538 0000 4180 0400 0034 0007, -65.5, 1.8775924843720249, 920.4, 4, 2022/12/19 18:19:37
2200 43CB 43A1 DF8A 543D 29A5, -65.5, 0.8528933180644165, 920.4, 1, 2022/12/19 18:19:36
2200 43CB 43A1 DF8A 543D 29A5, -60.5, 4.025165587411922, 920.4, 4, 2022/12/19 18:19:37
2020 0000 4000 0000 0000 0012, -62.5, 2.5402721847386216, 920.4, 1, 2022/12/19 18:19:36
2200 43CB 43A1 CD8A 543D 295D, -55.5, 2.0493983326152168, 920.4, 1, 2022/12/19 18:19:36
2200 43CB 43A1 CD8A 543D 295D, -65, 0.9142525495798421, 920.4, 4, 2022/12/19 18:19:37
2020 43CB 43A1 E88A 543D 29C9, -61.5, 4.23378697456437, 920.4, 1, 2022/12/19 18:19:36
2020 43CB 43A1 E38A 543D 29B5, -65.5, 5.945709533844745, 920.4, 1, 2022/12/19 18:19:36
2020 43CB 43A1 E38A 543D 29B5, -67.5, 6.2034183062095325, 920.4, 4, 2022/12/19 18:19:37
E200 4710 6990 6026 B9C9 0110, -61.5, 0.21475731030398976, 920.4, 1, 2022/12/19 18:19:36
2020 43CB 43A1 E78A 543D 29C5, -56.5, 5.4671075280244255, 920.4, 1, 2022/12/19 18:19:36
2020 43CB 43A1 E78A 543D 29C5, -66, 6.264777537724958, 920.4, 4, 2022/12/19 18:19:37
2020 43CB 43A1 E78A 543D 29C5, -62, 1.7916895602504288, 920.4, 6, 2022/12/19 18:19:37
2020 43CB 43A2 198A 543D 2A8D, -52, 4.847379289718626, 920.4, 1, 2022/12/19 18:19:36
5598 0000 4004 0004 000C 0001, -53.5, 5.240078371417351, 920.4, 1, 2022/12/19 18:19:36
2200 43CB 43A1 E98A 543D 29CD, -66, 3.485204350076177, 920.4, 1, 2022/12/19 18:19:36
E200 470F 45D0 6023 A129 010E, -56.5, 4.4362724385652745, 920.4, 1, 2022/12/19 18:19:36
E200 470F 45D0 6023 A129 010E, -58.5, 4.319689898685965, 920.4, 4, 2022/12/19 18:19:37
E200 470F 45D0 6023 A129 010E, -59.5, 4.362641360746763, 920.4, 6, 2022/12/19 18:19:37
2200 43CB 43A1 D68A 543D 2981, -62.5, 2.675262494072558, 920.4, 1, 2022/12/19 18:19:36
9990 1912 9990 9990 9990 0125, -59, 1.2578642460662257, 920.4, 6, 2022/12/19 18:19:39
5538 0000 4180 0400 0034 0007, -65, 1.8100973297050567, 920.4, 4, 2022/12/19 18:19:39
7B49, -67, 5.5714182216006485, 920.4, 4, 2022/12/19 18:19:39
2200 4444 B4D0 6014 04E6 3739, -63.5, 2.411417798556228, 920.4, 4, 2022/12/19 18:19:39
2200 43CB 43A1 DF8A 543D 29A5, -60, 4.184699589352029, 920.4, 4, 2022/12/19 18:19:39
9990 1912 9990 9990 9990 0107, -55, 1.0615147052168636, 920.4, 4, 2022/12/19 18:19:39
5538 0000 4180 0400 0034 000B, -66.5, 3.6876898140770815, 920.4, 4, 2022/12/19 18:19:39
2200 4444 A450 6014 04E6 3731, -57.5, 5.872078456026235, 920.4, 4, 2022/12/19 18:19:39
2200 4444 A450 6014 04E6 3731, -60.5, 2.6261751088602177, 920.4, 6, 2022/12/19 18:19:39
9990 1912 9990 9990 9990 0113, -57.5, 6.068427996875596, 920.4, 4, 2022/12/19 18:19:39
2200 0004 A7E0 6014 04E6 376A, -64, 4.135612204139688, 920.4, 4, 2022/12/19 18:19:39
E200 4710 6990 6026 B9C9 0110, -61, 0.21475731030398976, 920.4, 1, 2022/12/19 18:19:38
2200 43CB 43A1 E48A 543D 29B9, -70.5, 6.22182607566416, 920.4, 1, 2022/12/19 18:19:38
2200 43CB 43A1 E48A 543D 29B9, -65.5, 1.3437671701878218, 920.4, 4, 2022/12/19 18:19:39
2020 43CB 43A1 E88A 543D 29C9, -61.5, 4.331961744989051, 920.4, 1, 2022/12/19 18:19:38
2020 43CB 43A1 E88A 543D 29C9, -62.5, 1.7916895602504288, 920.4, 4, 2022/12/19 18:19:39
2020 43CB 43A1 E38A 543D 29B5, -65.5, 6.019340611663256, 920.4, 1, 2022/12/19 18:19:38
2020 43CB 43A1 E38A 543D 29B5, -70, 5.878214379177777, 920.4, 4, 2022/12/19 18:19:39
2020 43CB 43A1 E78A 543D 29C5, -56.5, 5.43029198911517, 920.4, 1, 2022/12/19 18:19:38
2020 43CB 43A1 E78A 543D 29C5, -66, 0.22089323345553233, 920.4, 4, 2022/12/19 18:19:39
2020 43CB 43A1 E78A 543D 29C5, -62.5, 1.6935147898257479, 920.4, 6, 2022/12/19 18:19:39
2200 43CB 43A1 D68A 543D 2981, -62.5, 5.835262917116979, 920.4, 1, 2022/12/19 18:19:38
2020 43CB 43A2 198A 543D 2A8D, -52, 4.853515212870168, 920.4, 1, 2022/12/19 18:19:38
2020 43CB 43A2 198A 543D 2A8D, -58, 6.0991076126333095, 920.4, 4, 2022/12/19 18:19:39
2020 0000 4000 0000 0000 0012, -63, 2.4175537217077703, 920.4, 1, 2022/12/19 18:19:38
E200 470F 45D0 6023 A129 010E, -57, 4.509903516383785, 920.4, 1, 2022/12/19 18:19:38
E200 470F 45D0 6023 A129 010E, -59.5, 4.270602513473625, 920.4, 4, 2022/12/19 18:19:39
E200 470F 45D0 6023 A129 010E, -59.5, 4.387185053352934, 920.4, 6, 2022/12/19 18:19:39
2200 43CB 43A1 CD8A 543D 295D, -55.5, 2.024854640009046, 920.4, 1, 2022/12/19 18:19:38
2200 43CB 43A1 CD8A 543D 295D, -66, 0.9510680884890975, 920.4, 4, 2022/12/19 18:19:39
2200 43CB 43A1 E98A 543D 29CD, -65.5, 3.6201946594101133, 920.4, 1, 2022/12/19 18:19:38
5598 0000 4004 0004 000C 0001, -54, 5.313709449235861, 920.4, 1, 2022/12/19 18:19:38
9990 1912 9990 9990 9990 0125, -59, 1.3008157081270237, 920.4, 6, 2022/12/19 18:19:41
5538 0000 4180 0440 0034 0007, -72, 5.546874528994478, 920.4, 4, 2022/12/19 18:19:41
9990 1912 9990 9990 9990 0107, -56, 1.0246991663076084, 920.4, 4, 2022/12/19 18:19:41
2200 43CB 43A1 DF8A 543D 29A5, -59.5, 4.2031073588066565, 920.4, 4, 2022/12/19 18:19:41
9990 1912 9990 9990 9990 0113, -57.5, 5.902758071783947, 920.4, 4, 2022/12/19 18:19:41
2020 43CB 43A1 E88A 543D 29C9, -61.5, 1.846912868614312, 920.4, 4, 2022/12/19 18:19:41
2200 0004 A7E0 6014 04E6 376A, -65, 4.074252972624263, 920.4, 4, 2022/12/19 18:19:41
7B49, -66.5, 6.227961998815704, 920.4, 4, 2022/12/19 18:19:41
2200 4444 B4D0 6014 04E6 3739, -64, 2.380738182798515, 920.4, 4, 2022/12/19 18:19:41
2200 4444 A450 6014 04E6 3731, -57.5, 5.755495916146925, 920.4, 4, 2022/12/19 18:19:41
2200 4444 A450 6014 04E6 3731, -60.5, 2.5954954931025047, 920.4, 6, 2022/12/19 18:19:41
5538 0000 4180 0400 0034 0007, -65.5, 1.7671458676442586, 920.4, 4, 2022/12/19 18:19:41
E200 4710 6990 6026 B9C9 0110, -61.5, 0.1718058482431918, 920.4, 1, 2022/12/19 18:19:40
5598 0000 4004 0004 000C 0001, -54.5, 2.1475731030398975, 920.4, 1, 2022/12/19 18:19:40
2020 43CB 43A1 E38A 543D 29B5, -66, 5.939573610693203, 920.4, 1, 2022/12/19 18:19:40
5538 0000 4180 0400 0034 000B, -72, 0.07363107781851078, 920.4, 1, 2022/12/19 18:19:40
5538 0000 4180 0400 0034 000B, -66.5, 4.031301510563465, 920.4, 4, 2022/12/19 18:19:41
2020 43CB 43A2 198A 543D 2A8D, -52, 4.896466674930966, 920.4, 1, 2022/12/19 18:19:40
2020 43CB 43A2 198A 543D 2A8D, -58, 6.215690152512618, 920.4, 4, 2022/12/19 18:19:41
2020 43CB 43A1 E78A 543D 29C5, -56.5, 5.460971604872882, 920.4, 1, 2022/12/19 18:19:40
2020 43CB 43A1 E78A 543D 29C5, -66, 6.264777537724958, 920.4, 4, 2022/12/19 18:19:41
2020 43CB 43A1 E78A 543D 29C5, -63.5, 4.871922982324796, 920.4, 6, 2022/12/19 18:19:41
E200 470F 45D0 6023 A129 010E, -57, 4.466952054322987, 920.4, 1, 2022/12/19 18:19:40
E200 470F 45D0 6023 A129 010E, -59.5, 4.356505437595221, 920.4, 4, 2022/12/19 18:19:41
E200 470F 45D0 6023 A129 010E, -59.5, 4.546719055293041, 920.4, 6, 2022/12/19 18:19:41
2020 0000 4000 0000 0000 0012, -62.5, 2.442097414313941, 920.4, 1, 2022/12/19 18:19:40
2200 43CB 43A1 CD8A 543D 295D, -55, 2.0371264863121317, 920.4, 1, 2022/12/19 18:19:40
9990 1912 9990 9990 9990 0125, -58.5, 1.1965050145508, 920.4, 6, 2022/12/19 18:19:43
2200 0000 42C4 0644 0010 0001, -64.5, 1.5585244804918115, 920.4, 4, 2022/12/19 18:19:43
2200 43CB 43A1 E48A 543D 29B9, -68, 1.3069516312785663, 920.4, 4, 2022/12/19 18:19:43
2200 4444 B4D0 6014 04E6 3739, -63.5, 2.478912953223196, 920.4, 4, 2022/12/19 18:19:43
9990 1912 9990 9990 9990 0107, -55, 1.0369710126106935, 920.4, 4, 2022/12/19 18:19:43
2200 43CB 43A1 DF8A 543D 29A5, -59.5, 4.2031073588066565, 920.4, 4, 2022/12/19 18:19:43
5538 0000 4180 0400 0034 0007, -66, 1.9144080232812801, 920.4, 4, 2022/12/19 18:19:43
2200 0004 A7E0 6014 04E6 376A, -64, 4.1601558967458585, 920.4, 4, 2022/12/19 18:19:43
9990 1912 9990 9990 9990 0113, -58, 5.927301764390117, 920.4, 4, 2022/12/19 18:19:43
2200 4444 A450 6014 04E6 3731, -57.5, 5.853670686571607, 920.4, 4, 2022/12/19 18:19:43
2200 4444 A450 6014 04E6 3731, -60.5, 2.693670263527186, 920.4, 6, 2022/12/19 18:19:43
7B49, -67, 5.988660995905543, 920.4, 4, 2022/12/19 18:19:43
2200 43CB 43A1 D68A 543D 2981, -64, 5.853670686571607, 920.4, 1, 2022/12/19 18:19:42
5538 0000 4180 0400 0034 000B, -72, 0.07363107781851078, 920.4, 1, 2022/12/19 18:19:42
5538 0000 4180 0400 0034 000B, -66.5, 4.037437433715008, 920.4, 4, 2022/12/19 18:19:43
2020 43CB 43A1 E38A 543D 29B5, -66, 6.007068765360171, 920.4, 1, 2022/12/19 18:19:42
2020 43CB 43A1 E38A 543D 29B5, -70.5, 5.859806609723149, 920.4, 4, 2022/12/19 18:19:43
2020 43CB 43A1 E88A 543D 29C9, -62.5, 4.270602513473625, 920.4, 1, 2022/12/19 18:19:42
2020 43CB 43A1 E88A 543D 29C9, -61, 1.7548740213411735, 920.4, 4, 2022/12/19 18:19:43
5598 0000 4004 0004 000C 0001, -53.5, 5.246214294568893, 920.4, 1, 2022/12/19 18:19:42
2020 43CB 43A2 198A 543D 2A8D, -51.5, 4.878058905476339, 920.4, 1, 2022/12/19 18:19:42
2020 43CB 43A2 198A 543D 2A8D, -57.5, 6.2463697682703305, 920.4, 4, 2022/12/19 18:19:43
E200 4710 6990 6026 B9C9 0110, -62, 0.14726215563702155, 920.4, 1, 2022/12/19 18:19:42
E200 4710 6990 6026 B9C9 0110, -61, 3.3195344249845276, 920.4, 1, 2022/12/19 18:19:42
2200 43CB 43A1 CD8A 543D 295D, -55.5, 2.018718716857504, 920.4, 1, 2022/12/19 18:19:42
2200 43CB 43A1 CD8A 543D 295D, -68.5, 0.8651651643675016, 920.4, 4, 2022/12/19 18:19:43
2020 43CB 43A1 E78A 543D 29C5, -56.5, 5.381204603902829, 920.4, 1, 2022/12/19 18:19:42
2020 43CB 43A1 E78A 543D 29C5, -66.5, 0.006135923151542565, 920.4, 4, 2022/12/19 18:19:43
2020 43CB 43A1 E78A 543D 29C5, -62.5, 1.6935147898257479, 920.4, 6, 2022/12/19 18:19:43
E200 470F 45D0 6023 A129 010E, -57, 4.466952054322987, 920.4, 1, 2022/12/19 18:19:42
E200 470F 45D0 6023 A129 010E, -58.5, 4.331961744989051, 920.4, 4, 2022/12/19 18:19:43
E200 470F 45D0 6023 A129 010E, -59, 4.331961744989051, 920.4, 6, 2022/12/19 18:19:43
9990 1912 9990 9990 9990 0125, -58.5, 1.1535535524900022, 920.4, 6, 2022/12/19 18:19:45
5538 0000 4180 0440 0034 0007, -72.5, 5.565282298449106, 920.4, 4, 2022/12/19 18:19:45
2200 0000 42C4 0644 0010 0001, -64, 4.73693267299086, 920.4, 4, 2022/12/19 18:19:45
7B49, -68, 5.522330836388308, 920.4, 4, 2022/12/19 18:19:45
2200 43CB 43A1 E48A 543D 29B9, -66.5, 1.2517283229146832, 920.4, 4, 2022/12/19 18:19:45
9990 1912 9990 9990 9990 0113, -57.5, 5.9088939949354895, 920.4, 4, 2022/12/19 18:19:45
5538 0000 4180 0400 0034 0007, -65.5, 1.8775924843720249, 920.4, 4, 2022/12/19 18:19:45
2200 4444 B4D0 6014 04E6 3739, -64, 2.4605051837685683, 920.4, 4, 2022/12/19 18:19:45
2200 4444 A450 6014 04E6 3731, -57.5, 5.792311455056181, 920.4, 4, 2022/12/19 18:19:45
2200 4444 A450 6014 04E6 3731, -60.5, 2.5832236467994196, 920.4, 6, 2022/12/19 18:19:45
2200 0004 A7E0 6014 04E6 376A, -65, 4.049709280018092, 920.4, 4, 2022/12/19 18:19:45
5538 0000 4180 0400 0034 000B, -66.5, 3.810408277107933, 920.4, 4, 2022/12/19 18:19:45
9990 1912 9990 9990 9990 0107, -55.5, 1.0246991663076084, 920.4, 4, 2022/12/19 18:19:45
2020 43CB 43A1 E38A 543D 29B5, -66.5, 6.037748381117884, 920.4, 1, 2022/12/19 18:19:44
2200 43CB 43A1 CD8A 543D 295D, -55.5, 2.000310947402876, 920.4, 1, 2022/12/19 18:19:44
2200 43CB 43A1 CD8A 543D 295D, -68, 0.9387962421860124, 920.4, 4, 2022/12/19 18:19:45
2020 43CB 43A1 E88A 543D 29C9, -63, 4.178563666200486, 920.4, 1, 2022/12/19 18:19:44
2020 43CB 43A1 E88A 543D 29C9, -62, 1.8407769454627694, 920.4, 4, 2022/12/19 18:19:45
2020 43CB 43A2 198A 543D 2A8D, -51.5, 4.902602598082509, 920.4, 1, 2022/12/19 18:19:44
2020 43CB 43A2 198A 543D 2A8D, -58, 6.215690152512618, 920.4, 4, 2022/12/19 18:19:45
2200 43CB 43A1 DF8A 543D 29A5, -66, 0.8528933180644165, 920.4, 1, 2022/12/19 18:19:44
2200 43CB 43A1 DF8A 543D 29A5, -60, 4.1172044346850605, 920.4, 4, 2022/12/19 18:19:45
2020 43CB 43A1 E78A 543D 29C5, -57, 5.5100589900852235, 920.4, 1, 2022/12/19 18:19:44
2020 43CB 43A1 E78A 543D 29C5, -65.5, 0.04295146206079795, 920.4, 4, 2022/12/19 18:19:45
2020 43CB 43A1 E78A 543D 29C5, -62, 1.7241944055834606, 920.4, 6, 2022/12/19 18:19:45
E200 4710 6990 6026 B9C9 0110, -60.5, 3.2643111166206444, 920.4, 1, 2022/12/19 18:19:44
2020 0000 4000 0000 0000 0012, -64, 2.380738182798515, 920.4, 1, 2022/12/19 18:19:44
E200 470F 45D0 6023 A129 010E, -57, 4.485359823777615, 920.4, 1, 2022/12/19 18:19:44
E200 470F 45D0 6023 A129 010E, -58.5, 4.325825821837508, 920.4, 4, 2022/12/19 18:19:45
E200 470F 45D0 6023 A129 010E, -58.5, 4.381049130201391, 920.4, 6, 2022/12/19 18:19:45
5598 0000 4004 0004 000C 0001, -53, 5.240078371417351, 920.4, 1, 2022/12/19 18:19:44
2200 43CB 43A1 D68A 543D 2981, -63, 5.786175531904639, 920.4, 1, 2022/12/19 18:19:44
9990 1912 9990 9990 9990 0125, -61.5, 0.8651651643675016, 920.4, 6, 2022/12/19 18:19:47
2200 0000 42C4 0644 0010 0001, -64.5, 1.5462526341887264, 920.4, 4, 2022/12/19 18:19:47
2200 43CB 43A1 E48A 543D 29B9, -66, 1.2578642460662257, 920.4, 4, 2022/12/19 18:19:47
5538 0000 4180 0400 0034 0007, -65.5, 1.8960002538266525, 920.4, 4, 2022/12/19 18:19:47
2200 43CB 43A1 DF8A 543D 29A5, -60, 4.246058820867455, 920.4, 4, 2022/12/19 18:19:47
9990 1912 9990 9990 9990 0113, -57, 6.013204688511713, 920.4, 4, 2022/12/19 18:19:47
7B49, -68.5, 5.700272607783043, 920.4, 4, 2022/12/19 18:19:46
2200 4444 B4D0 6014 04E6 3739, -63, 2.3009711818284617, 920.4, 4, 2022/12/19 18:19:47
9990 1912 9990 9990 9990 0107, -55, 0.944932165337555, 920.4, 4, 2022/12/19 18:19:47
2200 0004 A7E0 6014 04E6 376A, -64, 4.086524818927348, 920.4, 4, 2022/12/19 18:19:47
2200 4444 A450 6014 04E6 3731, -57.5, 5.896622148632405, 920.4, 4, 2022/12/19 18:19:47
2200 4444 A450 6014 04E6 3731, -60.5, 2.5893595699509624, 920.4, 6, 2022/12/19 18:19:47
2020 43CB 43A1 E38A 543D 29B5, -66, 6.178874613603362, 920.4, 1, 2022/12/19 18:19:46
2020 43CB 43A1 E38A 543D 29B5, -70, 5.890486225480862, 920.4, 4, 2022/12/19 18:19:47
E200 4710 6990 6026 B9C9 0110, -62, 0.12885438618239387, 920.4, 1, 2022/12/19 18:19:46
E200 4710 6990 6026 B9C9 0110, -64, 0.28838838812250056, 920.4, 4, 2022/12/19 18:19:47
5538 0000 4180 0400 0034 000B, -71.5, 0.11658253987930872, 920.4, 1, 2022/12/19 18:19:46
5538 0000 4180 0400 0034 000B, -65.5, 4.09266074207889, 920.4, 4, 2022/12/19 18:19:47
2020 43CB 43A1 E88A 543D 29C9, -62, 4.2031073588066565, 920.4, 1, 2022/12/19 18:19:46
2020 43CB 43A1 E88A 543D 29C9, -62, 4.970097752749477, 920.4, 4, 2022/12/19 18:19:47
5598 0000 4004 0004 000C 0001, -53.5, 5.283029833478148, 920.4, 1, 2022/12/19 18:19:46
2200 43CB 43A1 CD8A 543D 295D, -55.5, 2.0064468705544187, 920.4, 1, 2022/12/19 18:19:46
2200 43CB 43A1 CD8A 543D 295D, -69, 0.8774370106705868, 920.4, 4, 2022/12/19 18:19:47
2020 43CB 43A2 198A 543D 2A8D, -51.5, 4.933282213840222, 920.4, 1, 2022/12/19 18:19:46
2020 43CB 43A2 198A 543D 2A8D, -57.5, 6.080699843178682, 920.4, 4, 2022/12/19 18:19:47
2020 43CB 43A1 E78A 543D 29C5, -56.5, 5.546874528994478, 920.4, 1, 2022/12/19 18:19:46
2020 43CB 43A1 E78A 543D 29C5, -66, 6.264777537724958, 920.4, 4, 2022/12/19 18:19:46
2020 43CB 43A1 E78A 543D 29C5, -63.5, 4.902602598082509, 920.4, 6, 2022/12/19 18:19:47
2200 43CB 43A1 D68A 543D 2981, -63, 5.835262917116979, 920.4, 1, 2022/12/19 18:19:46
E200 470F 45D0 6023 A129 010E, -57, 4.362641360746763, 920.4, 1, 2022/12/19 18:19:46
E200 470F 45D0 6023 A129 010E, -59, 4.221515128261284, 920.4, 4, 2022/12/19 18:19:47
E200 470F 45D0 6023 A129 010E, -60, 0.9633399347921826, 920.4, 6, 2022/12/19 18:19:47
2020 43CB 43A1 E78A 543D 29C5, -63, 1.6382914814618648, 920.4, 6, 2022/12/19 18:19:49
9990 1912 9990 9990 9990 0125, -59, 0.9203884727313847, 920.4, 6, 2022/12/19 18:19:49
2200 0000 42C4 0644 0010 0001, -64.5, 1.5830681730979816, 920.4, 4, 2022/12/19 18:19:49
7B49, -66.5, 5.780039608753096, 920.4, 4, 2022/12/19 18:19:49
5538 0000 4180 0440 0034 0007, -72.5, 5.663457068873787, 920.4, 4, 2022/12/19 18:19:49
2200 4444 B4D0 6014 04E6 3739, -63.5, 2.6445828783148455, 920.4, 4, 2022/12/19 18:19:49
9990 1912 9990 9990 9990 0107, -55.5, 4.172427743048944, 920.4, 4, 2022/12/19 18:19:49
2200 43CB 43A1 E48A 543D 29B9, -65.5, 1.1351457830353744, 920.4, 4, 2022/12/19 18:19:49
2200 4444 A450 6014 04E6 3731, -57.5, 5.8475347634200645, 920.4, 4, 2022/12/19 18:19:49
2200 4444 A450 6014 04E6 3731, -60.5, 2.6261751088602177, 920.4, 6, 2022/12/19 18:19:49
2200 0004 A7E0 6014 04E6 376A, -64.5, 3.9944859716542096, 920.4, 4, 2022/12/19 18:19:49
5538 0000 4180 0400 0034 000B, -66.5, 3.706097583531709, 920.4, 4, 2022/12/19 18:19:49
5538 0000 4180 0400 0034 0007, -66, 2.1782527187976104, 920.4, 4, 2022/12/19 18:19:49
9990 1912 9990 9990 9990 0113, -57.5, 6.043884304269426, 920.4, 4, 2022/12/19 18:19:49
2200 43CB 43A1 CD8A 543D 295D, -55.5, 2.012582793705961, 920.4, 1, 2022/12/19 18:19:48
2200 43CB 43A1 CD8A 543D 295D, -68, 0.803805932852076, 920.4, 4, 2022/12/19 18:19:49
2200 43CB 43A1 DF8A 543D 29A5, -66.5, 0.7731263170943632, 920.4, 1, 2022/12/19 18:19:48
2200 43CB 43A1 DF8A 543D 29A5, -61, 1.0369710126106935, 920.4, 4, 2022/12/19 18:19:49
2020 0000 4000 0000 0000 0012, -66, 5.6143696836614465, 920.4, 1, 2022/12/19 18:19:48
2200 43CB 43A1 D68A 543D 2981, -63, 5.853670686571607, 920.4, 1, 2022/12/19 18:19:48
2020 43CB 43A1 E38A 543D 29B5, -65.5, 6.111379458936394, 920.4, 1, 2022/12/19 18:19:48
2020 43CB 43A1 E38A 543D 29B5, -69, 5.93343768754166, 920.4, 4, 2022/12/19 18:19:49
2020 43CB 43A1 E88A 543D 29C9, -62, 4.154019973594316, 920.4, 1, 2022/12/19 18:19:48
2020 43CB 43A1 E88A 543D 29C9, -62, 1.7794177139473437, 920.4, 4, 2022/12/19 18:19:49
E200 470F 45D0 6023 A129 010E, -57.5, 4.460816131171445, 920.4, 1, 2022/12/19 18:19:48
E200 470F 45D0 6023 A129 010E, -59, 4.411728745959104, 920.4, 4, 2022/12/19 18:19:49
E200 470F 45D0 6023 A129 010E, -59, 4.276738436625168, 920.4, 6, 2022/12/19 18:19:49
2020 43CB 43A2 198A 543D 2A8D, -51.5, 4.878058905476339, 920.4, 1, 2022/12/19 18:19:48
2020 43CB 43A2 198A 543D 2A8D, -57.5, 6.191146459906448, 920.4, 4, 2022/12/19 18:19:49
5598 0000 4004 0004 000C 0001, -53, 5.2339424482658075, 920.4, 1, 2022/12/19 18:19:48
2200 43CB 43A1 E98A 543D 29CD, -65.5, 3.356349963893783, 920.4, 1, 2022/12/19 18:19:48
E200 4710 6990 6026 B9C9 0110, -62, 0.1043106935762236, 920.4, 1, 2022/12/19 18:19:48
E200 4710 6990 6026 B9C9 0110, -61, 3.1968159619536762, 920.4, 1, 2022/12/19 18:19:48
9990 1912 9990 9990 9990 0125, -59, 0.9694758579437253, 920.4, 6, 2022/12/19 18:19:51
2200 43CB 43A1 DF8A 543D 29A5, -61.5, 4.1601558967458585, 920.4, 4, 2022/12/19 18:19:51
5538 0000 4180 0400 0034 0007, -66, 1.8039614065535141, 920.4, 4, 2022/12/19 18:19:51
9990 1912 9990 9990 9990 0107, -55, 1.0492428589137786, 920.4, 4, 2022/12/19 18:19:51
7B49, -66.5, 5.792311455056181, 920.4, 4, 2022/12/19 18:19:51
9990 1912 9990 9990 9990 0113, -57, 5.957981380147831, 920.4, 4, 2022/12/19 18:19:51
2200 4444 B4D0 6014 04E6 3739, -63, 2.675262494072558, 920.4, 4, 2022/12/19 18:19:51
2200 0004 A7E0 6014 04E6 376A, -64, 4.01902966426038, 920.4, 4, 2022/12/19 18:19:51
2200 4444 A450 6014 04E6 3731, -57.5, 5.755495916146925, 920.4, 4, 2022/12/19 18:19:51
2200 4444 A450 6014 04E6 3731, -60.5, 2.6691265709210157, 920.4, 6, 2022/12/19 18:19:51
2200 43CB 43A1 CD8A 543D 295D, -55.5, 2.018718716857504, 920.4, 1, 2022/12/19 18:19:50
2200 43CB 43A1 CD8A 543D 295D, -68, 0.7485826244881929, 920.4, 4, 2022/12/19 18:19:51
E200 4710 6990 6026 B9C9 0110, -61.5, 0, 920.4, 1, 2022/12/19 18:19:50
5538 0000 4180 0400 0034 000B, -72, 0.04908738521234052, 920.4, 1, 2022/12/19 18:19:50
5538 0000 4180 0400 0034 000B, -66, 3.9147189706841563, 920.4, 4, 2022/12/19 18:19:51
2200 43CB 43A1 E98A 543D 29CD, -67, 3.3870295796514958, 920.4, 1, 2022/12/19 18:19:50
2020 43CB 43A1 E38A 543D 29B5, -65.5, 6.129787228391022, 920.4, 1, 2022/12/19 18:19:50
2020 43CB 43A1 E38A 543D 29B5, -67.5, 5.878214379177777, 920.4, 4, 2022/12/19 18:19:51
2020 43CB 43A2 198A 543D 2A8D, -51.5, 4.9394181369917645, 920.4, 1, 2022/12/19 18:19:50
2020 43CB 43A2 198A 543D 2A8D, -57.5, 6.080699843178682, 920.4, 4, 2022/12/19 18:19:51
2020 43CB 43A1 E78A 543D 29C5, -56.5, 5.553010452146021, 920.4, 1, 2022/12/19 18:19:50
2020 43CB 43A1 E78A 543D 29C5, -65.5, 6.050020227420969, 920.4, 4, 2022/12/19 18:19:51
2020 43CB 43A1 E78A 543D 29C5, -62.5, 1.736466251886546, 920.4, 6, 2022/12/19 18:19:51
E200 470F 45D0 6023 A129 010E, -57.5, 4.344233591292136, 920.4, 1, 2022/12/19 18:19:50
